reviewNumber,overall,verified,vote,asin,reviewTime
104,3,0,0.0,1600775411,2012-02-17
105,4,0,0.0,1600775411,2011-08-17
106,4,0,0.0,1600775411,2011-04-11
107,4,1,0.0,1600775411,2011-03-03
108,1,0,0.0,1600775411,2011-02-04
109,4,0,0.0,1600775411,2010-07-12
110,3,0,0.0,1600775411,2010-05-31
111,3,0,0.0,1600775411,2010-05-20
112,3,0,0.0,1600775411,2010-04-01
113,3,0,0.0,1600775411,2010-02-17
114,4,0,0.0,1600775411,2010-02-14
115,4,0,0.0,1600775411,2010-02-12
116,3,0,0.0,1600775411,2010-02-06
117,4,0,0.0,1600775411,2010-01-31
118,4,0,0.0,1600775411,2010-01-29
119,4,0,0.0,1600775411,2009-11-24
120,2,0,0.0,1600775411,2009-11-19
121,5,0,0.0,1615354336,2010-09-20
122,4,1,0.0,1615354336,2010-09-15
123,5,0,0.0,B00003IRBU,2006-07-12
124,4,0,0.0,B00003IRBU,2005-09-28
125,4,0,0.0,B00003IRBU,2005-09-24
126,2,0,0.0,B00003IRBU,2003-08-05
127,4,0,0.0,B00003IRBU,2001-02-01
128,4,0,0.0,B00003JAU9,2001-04-10
129,2,0,0.0,B00003IRBV,2011-05-25
130,4,0,0.0,B00003IRBV,2010-09-19
131,5,0,0.0,B00003IRBV,2005-09-28
132,5,0,0.0,B00003IRBV,2005-09-24
133,5,0,0.0,B00003JAU7,2006-09-23
134,5,0,0.0,B00003JAU7,2005-07-22
135,3,0,0.0,B00003IRBV,2003-08-05
136,5,0,0.0,B00003JAU7,2005-03-11
137,5,0,0.0,B00003JAU7,2003-12-18
138,5,0,0.0,B00003JAU7,2003-07-14
139,5,0,0.0,B00003JAU7,2003-04-26
140,5,0,0.0,B00003IRBV,2001-09-12
141,5,0,0.0,B00003IRBV,2001-01-24
142,4,0,0.0,B00003JAU7,2002-02-06
143,1,0,0.0,B00003JAU7,2000-12-22
144,4,0,0.0,B00003JAU7,2000-08-23
145,5,0,0.0,B00004TYCR,2000-06-26
146,3,0,0.0,B00004TYCR,2005-01-05
147,4,1,0.0,B00004TYCR,2004-09-29
148,5,0,0.0,B00004TYCR,2003-10-29
149,5,0,0.0,B00004TYCR,2003-08-20
150,5,0,0.0,B00004W62O,2008-10-31
151,1,0,0.0,B00004W62O,2008-05-09
152,1,0,0.0,B00004W62O,2006-08-13
153,1,0,0.0,B00004W62O,2001-09-28
154,1,0,0.0,B00004W62O,2001-09-21
155,5,0,0.0,B000050HEI,2001-01-04
156,4,1,0.0,B000050HEI,2013-06-11
157,5,0,0.0,B000050HEI,2012-06-04
158,5,0,0.0,B000050HEI,2011-05-26
159,4,0,0.0,B000050HEI,2009-12-12
160,5,1,0.0,B000050HEI,2006-07-21
161,5,1,0.0,B000050HEI,2005-12-24
162,5,0,0.0,B000050HEI,2005-09-24
163,5,0,0.0,B000050HEI,2004-11-21
164,4,0,0.0,B000050HEI,2003-08-05
165,4,0,0.0,B000050HEI,2003-04-06
166,5,1,0.0,B000050ZRE,2003-09-26
167,5,0,0.0,B000050ZRE,2002-11-08
168,5,0,0.0,B000050ZRE,2002-05-25
169,5,1,0.0,B000050ZRE,2018-04-09
170,5,1,0.0,B000050ZRE,2018-03-28
171,5,1,0.0,B000050ZRE,2018-02-22
172,5,1,0.0,B000050ZRE,2018-02-15
173,5,1,0.0,B000050ZRE,2018-02-15
174,5,1,0.0,B000050ZRE,2018-02-10
175,5,1,0.0,B000050ZRE,2018-01-12
176,5,1,0.0,B000050ZRE,2017-10-19
177,5,1,0.0,B000050ZRE,2017-08-16
178,5,1,0.0,B000050ZRE,2017-06-19
179,5,1,0.0,B000050ZRE,2017-06-13
180,5,1,0.0,B000050ZRE,2017-05-30
181,5,1,0.0,B000050ZRE,2017-05-13
182,5,1,0.0,B000050ZRE,2017-04-01
183,5,1,0.0,B000050ZRE,2017-03-07
184,5,1,0.0,B000050ZRE,2017-02-16
185,5,1,0.0,B000050ZRE,2016-12-30
186,5,1,0.0,B000050ZRE,2016-10-21
187,5,1,0.0,B000050ZRE,2016-10-14
188,5,1,0.0,B000050ZRE,2016-10-02
189,5,1,0.0,B000050ZRE,2016-09-09
190,5,1,0.0,B000050ZRE,2016-07-20
191,5,1,0.0,B000050ZRE,2016-06-16
192,5,1,0.0,B000050ZRE,2016-05-15
193,5,1,0.0,B000050ZRE,2016-05-02
194,5,1,0.0,B000050ZRE,2016-03-06
195,5,0,0.0,B000050ZRE,2016-01-26
196,5,1,0.0,B000050ZRE,2016-01-24
197,5,0,0.0,B000050ZRE,2015-12-29
198,5,1,0.0,B000050ZRE,2015-11-23
199,5,1,0.0,B000050ZRE,2015-10-31
200,5,1,0.0,B000050ZRE,2015-10-09
201,5,1,0.0,B000050ZRE,2015-06-12
202,5,0,0.0,B000050ZRE,2015-06-01
203,5,1,0.0,B000050ZRE,2015-05-29
204,5,1,0.0,B000050ZRE,2015-05-24
205,5,0,0.0,B000050ZRE,2015-05-02
206,5,1,0.0,B000050ZRE,2015-05-01
207,5,0,0.0,B000050ZRE,2015-04-21
208,5,1,0.0,B000050ZRE,2015-04-21
209,5,1,0.0,B000050ZRE,2015-04-06
210,5,1,0.0,B000050ZRE,2015-03-02
211,5,0,0.0,B000050ZRE,2015-02-22
212,5,1,0.0,B000050ZRE,2015-02-22
213,5,1,0.0,B000050ZRE,2015-01-31
214,5,1,0.0,B000050ZRE,2015-01-27
215,5,1,0.0,B000050ZRE,2014-12-29
216,5,1,0.0,B000050ZRE,2014-12-10
217,5,1,0.0,B000050ZRE,2014-12-06
218,5,1,0.0,B000050ZRE,2014-11-30
219,5,0,0.0,B000050ZRE,2014-11-26
220,5,1,0.0,B000050ZRE,2014-10-24
221,5,1,0.0,B000050ZRE,2014-10-09
222,5,1,0.0,B000050ZRE,2014-10-01
223,5,1,0.0,B000050ZRE,2014-09-21
224,5,1,0.0,B000050ZRE,2014-09-06
225,5,0,0.0,B000050ZRE,2014-08-19
226,5,1,0.0,B000050ZRE,2014-08-08
227,5,1,0.0,B000050ZRE,2014-07-06
228,5,1,0.0,B000050ZRE,2014-04-11
229,5,1,0.0,B000050ZRE,2014-04-09
230,5,1,0.0,B000050ZRE,2014-04-08
231,5,1,0.0,B000050ZRE,2014-03-20
232,5,0,0.0,B000050ZRE,2014-03-15
233,5,0,0.0,B000050ZRE,2014-03-13
234,5,0,0.0,B000050ZRE,2014-03-04
235,5,1,0.0,B000050ZRE,2014-03-04
236,5,1,0.0,B000050ZRE,2014-02-22
237,5,1,0.0,B000050ZRE,2014-02-01
238,5,1,0.0,B000050ZRE,2014-01-10
239,5,1,0.0,B000050ZRE,2013-12-31
240,5,1,0.0,B000050ZRE,2013-12-29
241,5,1,0.0,B000050ZRE,2013-12-19
242,5,1,0.0,B000050ZRE,2013-12-14
243,5,1,0.0,B000050ZRE,2013-12-10
244,5,1,0.0,B000050ZRE,2013-11-26
245,5,0,0.0,B000050ZRE,2013-11-19
246,5,1,0.0,B000050ZRE,2013-09-12
247,5,1,0.0,B000050ZRE,2013-09-09
248,5,0,0.0,B000050ZRE,2013-09-08
249,5,0,0.0,B000050ZRE,2013-09-07
250,5,0,0.0,B000050ZRE,2013-07-15
251,5,1,0.0,B000050ZRE,2013-06-21
252,5,1,0.0,B000050ZRE,2013-05-28
253,5,1,0.0,B000050ZRE,2013-05-23
254,5,1,0.0,B000050ZRE,2013-04-30
255,5,1,0.0,B000050ZRE,2013-04-04
256,5,1,0.0,B000050ZRE,2013-02-19
257,5,1,0.0,B000050ZRE,2013-02-18
258,5,1,0.0,B000050ZRE,2013-02-09
259,5,1,0.0,B000050ZRE,2013-01-08
260,5,1,0.0,B000050ZRE,2012-12-04
261,5,1,0.0,B000050ZRE,2012-11-29
262,5,1,0.0,B000050ZRE,2012-11-19
263,5,1,0.0,B000050ZRE,2012-10-23
264,5,1,0.0,B000050ZRE,2012-10-06
265,5,1,0.0,B000050ZRE,2012-09-20
266,5,1,0.0,B000050ZRE,2012-08-27
267,5,0,0.0,B000050ZRE,2012-08-06
268,5,1,0.0,B000050ZRE,2012-07-27
269,5,1,0.0,B000050ZRE,2012-06-08
270,5,0,0.0,B000050ZRE,2012-03-26
271,5,0,0.0,B000050ZRE,2012-03-14
272,5,0,0.0,B000050ZRE,2012-03-14
273,5,1,0.0,B000050ZRE,2012-01-20
274,5,1,0.0,B000050ZRE,2011-12-26
275,5,0,0.0,B000050ZRE,2011-12-05
276,5,1,0.0,B000050ZRE,2011-11-26
277,5,0,0.0,B000050ZRE,2011-11-23
278,5,1,0.0,B000050ZRE,2011-11-09
279,5,0,0.0,B000050ZRE,2011-10-22
280,5,1,0.0,B000050ZRE,2011-10-04
281,5,1,0.0,B000050ZRE,2011-10-03
282,5,1,0.0,B000050ZRE,2011-09-29
283,5,1,0.0,B000050ZRE,2011-09-25
284,5,1,0.0,B000050ZRE,2011-09-07
285,5,1,0.0,B000050ZRE,2011-08-19
286,5,1,0.0,B000050ZRE,2011-08-12
287,5,1,0.0,B000050ZRE,2011-06-21
288,5,1,0.0,B000050ZRE,2011-06-06
289,5,1,0.0,B000050ZRE,2011-04-25
290,5,1,0.0,B000050ZRE,2011-03-19
291,5,1,0.0,B000050ZRE,2011-03-07
292,5,1,0.0,B000050ZRE,2011-01-21
293,5,1,0.0,B000050ZRE,2011-01-04
294,5,1,0.0,B000050ZRE,2010-12-22
295,5,1,0.0,B000050ZRE,2010-12-06
296,5,1,0.0,B000050ZRE,2010-12-02
297,5,1,0.0,B000050ZRE,2010-11-20
298,5,1,0.0,B000050ZRE,2010-08-30
299,5,1,0.0,B000050ZRE,2010-08-15
300,5,1,0.0,B000050ZRE,2010-08-11
301,5,1,0.0,B000050ZRE,2010-08-10
302,5,1,0.0,B000050ZRE,2010-07-28
303,5,1,0.0,B000050ZRE,2010-07-19
304,5,1,0.0,B000050ZRE,2010-07-12
305,5,0,0.0,B000050ZRE,2010-07-09
306,5,1,0.0,B000050ZRE,2010-05-23
307,5,0,0.0,B000050ZRE,2010-05-06
308,5,1,0.0,B000050ZRE,2010-03-29
309,5,1,0.0,B000050ZRE,2010-03-21
310,5,1,0.0,B000050ZRE,2010-03-05
311,5,1,0.0,B000050ZRE,2010-02-17
312,5,1,0.0,B000050ZRE,2010-02-10
313,5,1,0.0,B000050ZRE,2010-02-07
314,5,1,0.0,B000050ZRE,2010-01-26
315,5,1,0.0,B000050ZRE,2010-01-21
316,5,1,0.0,B000050ZRE,2010-01-17
317,5,1,0.0,B000050ZRE,2010-01-17
318,5,1,0.0,B000050ZRE,2009-12-23
319,5,1,0.0,B000050ZRE,2009-12-21
320,5,1,0.0,B000050ZRE,2009-12-09
321,5,1,0.0,B000050ZRE,2009-11-10
322,5,1,0.0,B000050ZRE,2009-11-10
323,5,1,0.0,B000050ZRE,2009-10-28
324,5,1,0.0,B000050ZRE,2009-10-25
325,5,1,0.0,B000050ZRE,2009-10-23
326,5,1,0.0,B000050ZRE,2009-10-16
327,5,1,0.0,B000050ZRE,2009-10-11
328,5,0,0.0,B000050ZRE,2009-10-04
329,5,0,0.0,B000050ZRE,2009-09-07
330,5,1,0.0,B000050ZRE,2009-08-15
331,5,0,0.0,B000050ZRE,2009-08-10
332,5,1,0.0,B000050ZRE,2009-08-02
333,5,0,0.0,B000050ZRE,2009-08-02
334,5,0,0.0,B000050ZRE,2009-07-05
335,5,0,0.0,B000050ZRE,2009-07-01
336,5,1,0.0,B000050ZRE,2009-05-12
337,5,0,0.0,B000050ZRE,2009-05-01
338,5,0,0.0,B000050ZRE,2009-04-02
339,5,0,0.0,B000050ZRE,2009-03-29
340,5,1,0.0,B000050ZRE,2009-03-21
341,5,1,0.0,B000050ZRE,2009-03-20
342,5,0,0.0,B000050ZRE,2009-03-20
343,5,1,0.0,B000050ZRE,2009-03-19
344,5,1,0.0,B000050ZRE,2009-02-01
345,5,1,0.0,B000050ZRE,2008-11-25
346,5,1,0.0,B000050ZRE,2008-11-16
347,5,0,0.0,B000050ZRE,2008-10-31
348,5,0,0.0,B000050ZRE,2008-10-17
349,5,1,0.0,B000050ZRE,2008-10-03
350,5,0,0.0,B000050ZRE,2008-09-11
351,5,1,0.0,B000050ZRE,2008-09-05
352,5,0,0.0,B000050ZRE,2008-05-27
353,5,1,0.0,B000050ZRE,2008-05-22
354,5,1,0.0,B000050ZRE,2008-04-28
355,5,1,0.0,B000050ZRE,2008-04-12
356,5,0,0.0,B000050ZRE,2008-03-19
357,5,1,0.0,B000050ZRE,2008-03-01
358,5,1,0.0,B000050ZRE,2008-02-15
359,5,1,0.0,B000050ZRE,2008-02-13
360,5,1,0.0,B000050ZRE,2008-01-24
361,5,1,0.0,B000050ZRE,2008-01-14
362,5,1,0.0,B000050ZRE,2008-01-06
363,5,1,0.0,B000050ZRE,2007-12-28
364,5,1,0.0,B000050ZRE,2007-12-27
365,5,1,0.0,B000050ZRE,2007-12-19
366,5,1,0.0,B000050ZRE,2007-11-21
367,5,1,0.0,B000050ZRE,2007-10-25
368,5,1,0.0,B000050ZRE,2007-10-17
369,5,0,0.0,B000050ZRE,2007-09-04
371,5,1,0.0,B000050ZRE,2007-08-12
372,5,0,0.0,B000050ZRE,2007-07-27
373,5,1,0.0,B000050ZRE,2007-05-12
374,5,0,0.0,B000050ZRE,2007-03-27
375,5,1,0.0,B000050ZRE,2007-02-11
376,5,1,0.0,B000050ZRE,2007-02-07
377,5,0,0.0,B000050ZRE,2007-02-06
378,5,0,0.0,B000050ZRE,2007-01-11
379,5,0,0.0,B000050ZRE,2007-01-05
380,5,0,0.0,B000050ZRE,2006-02-23
381,5,0,0.0,B000050ZRE,2005-11-08
382,5,0,0.0,B000050ZRE,2005-09-24
383,5,1,0.0,B000050ZRE,2005-09-13
384,5,0,0.0,B000050ZRE,2005-08-09
385,5,0,0.0,B000050ZRE,2004-12-28
386,5,0,0.0,B000050ZRE,2004-11-03
387,5,0,0.0,B000050ZRE,2004-04-14
388,5,1,0.0,B000050ZRE,2004-03-02
389,5,1,0.0,B000050ZRE,2004-02-29
390,5,1,0.0,B000050ZRE,2004-01-21
391,1,0,0.0,B00005AC56,2005-09-01
392,3,0,0.0,B00005AC56,2003-01-14
393,5,0,0.0,B00005AFI2,2007-10-06
394,4,1,0.0,B00005AC56,2002-02-09
395,5,0,0.0,B00005AFI2,2002-11-28
396,2,0,0.0,B00005AFI2,2002-09-25
397,2,0,0.0,B00005AFI2,2002-09-25
398,4,0,0.0,B00005AFI2,2002-01-29
399,1,0,0.0,B00005AC56,2001-12-27
400,1,0,0.0,B00005AC56,2001-12-21
401,1,0,0.0,B00005AC56,2001-06-14
402,4,0,0.0,B00005AFI1,2002-01-17
403,4,0,0.0,B00005AFI1,2001-12-20
404,5,0,0.0,B00005AFI1,2001-11-09
405,4,0,0.0,B00005AFI4,2002-04-04
407,3,0,0.0,B00005AFI4,2002-01-29
408,1,1,0.0,B00005AFI4,2002-01-24
409,5,1,0.0,B00005LBVS,2006-04-11
410,4,1,0.0,B00005LBVS,2006-04-11
411,4,1,0.0,B00005LBVS,2006-04-11
412,4,1,0.0,B00005LBVS,2006-04-11
413,4,1,0.0,B00005LBVS,2006-04-10
414,5,0,0.0,B00005LVWL,2001-07-31
415,4,0,0.0,B00005LVWL,2014-09-17
416,5,0,0.0,B00005LVWL,2012-06-04
417,4,0,0.0,B00005LVWL,2011-08-20
418,5,0,0.0,B00005LVWL,2011-06-04
419,4,0,0.0,B00005LVWL,2010-09-19
420,5,0,0.0,B00005LVWL,2009-12-12
421,5,0,0.0,B00005LVWL,2005-09-28
422,4,0,0.0,B00005LVWL,2003-08-05
423,3,0,0.0,B00005LVWL,2003-04-06
424,5,1,0.0,B00005MOTH,2010-01-27
425,1,0,0.0,B00005MOTH,2008-12-23
426,1,0,0.0,B00005MOTH,2008-10-31
427,2,0,0.0,B00005MOTH,2004-06-11
428,5,0,0.0,B00005MOTH,2004-05-29
429,5,0,0.0,B00005MOTH,2004-01-22
430,5,0,0.0,B00005MOTH,2003-01-21
431,4,0,0.0,B00005MOTH,2002-12-04
432,5,0,0.0,B00005MOTH,2002-09-30
433,5,0,0.0,B00005MOTH,2002-01-19
434,5,0,0.0,B00005MOTH,2002-01-11
435,5,0,0.0,B00005MOTH,2001-10-22
436,5,0,0.0,B00005MOTH,2001-09-22
437,1,0,0.0,B00005MOTG,2008-10-31
438,5,0,0.0,B00005MOTG,2004-05-13
439,4,0,0.0,B00005MOTG,2004-03-10
440,2,0,0.0,B00005MOTG,2004-01-02
441,5,0,0.0,B00005MOTG,2002-10-03
442,3,0,0.0,B00005MOTG,2002-06-30
443,3,0,0.0,B00005MOTG,2002-06-01
444,5,0,0.0,B00005MOTG,2002-01-19
445,4,0,0.0,B00005MOTG,2001-12-20
446,5,1,0.0,B00005MOTG,2001-11-07
447,5,0,0.0,B00005MOTG,2001-10-10
448,5,1,0.0,B00005MOTE,2013-03-05
449,1,0,0.0,B00005MOTE,2009-12-21
450,4,0,0.0,B00005MOTE,2003-09-01
451,4,0,0.0,B00005MOTE,2003-06-12
452,2,0,0.0,B00005MOTE,2003-05-23
453,5,0,0.0,B00005MOTE,2003-02-28
454,3,0,0.0,B00005MOTE,2002-06-27
455,2,0,0.0,B00005MOTE,2002-06-01
456,4,1,0.0,B00005MOTE,2002-04-06
457,5,0,0.0,B00005MOTE,2002-02-23
458,5,0,0.0,B00005MOTE,2002-02-23
459,2,0,0.0,B00005MOTE,2002-02-18
460,5,0,0.0,B00005MOTE,2002-01-07
461,5,0,0.0,B00005MOTE,2002-01-07
462,5,0,0.0,B00005MOTE,2001-10-29
463,5,0,0.0,B00005MOTE,2001-09-22
464,5,0,0.0,B00005N6K4,2001-10-04
465,1,0,0.0,B00005N6K4,2002-04-06
466,4,0,0.0,B00005N6K4,2002-02-25
467,5,0,0.0,B00005MOTF,2003-06-12
468,5,0,0.0,B00005MOTF,2003-06-04
469,5,0,0.0,B00005MOTF,2002-11-25
470,5,0,0.0,B00005MOTF,2002-08-24
471,1,0,0.0,B00005MOTF,2002-03-07
472,5,0,0.0,B00005MOTF,2001-10-10
473,5,1,0.0,B00005NCJ3,2012-10-31
474,3,1,0.0,B00005NCJ3,2008-05-20
475,5,0,0.0,B00005NCJ3,2003-04-07
476,4,0,0.0,B00005NCJ3,2003-03-07
477,3,0,0.0,B00005NCJ3,2003-02-15
478,5,0,0.0,B00005NCJ3,2002-07-02
479,5,0,0.0,B00005NCJ3,2002-04-09
480,4,0,0.0,B00005NCJ3,2002-01-24
481,5,0,0.0,B00005NZ5Z,2002-09-25
482,4,0,0.0,B00005NZ5Z,2002-08-25
483,2,1,0.0,B00005NZ5Z,2002-08-24
484,3,1,0.0,B00005NZ5Z,2002-02-01
485,1,0,0.0,B00005NZ5Z,2001-12-21
486,5,0,0.0,B00005OA45,2001-12-21
487,5,0,0.0,B00005OA45,2001-09-18
488,5,0,0.0,B00005OA45,2001-09-17
489,5,0,0.0,B00005OA45,2002-04-07
490,4,1,0.0,B00005OA45,2002-02-13
491,3,0,0.0,B000066ST3,2014-11-21
492,4,1,0.0,B000066ST3,2013-07-07
493,5,0,0.0,B000066ST3,2012-06-04
494,3,0,0.0,B000066ST3,2011-08-20
495,5,0,0.0,B000066ST3,2011-06-24
496,4,0,0.0,B000066ST3,2009-12-13
497,5,0,0.0,B000066ST3,2003-07-10
498,5,0,0.0,B000066ST3,2002-09-15
499,5,0,0.0,B000069IL2,2002-09-30
500,5,0,0.0,B000069IL2,2002-08-20
501,4,0,0.0,B000069IL2,2002-08-16
502,4,0,0.0,B000069IL2,2002-08-02
503,4,0,0.0,B000069IL2,2003-04-08
504,5,0,0.0,B000069IL2,2002-11-12
505,4,0,0.0,B00006F7S2,2003-06-26
506,1,0,0.0,B00006F7S2,2003-06-11
507,5,0,0.0,B00006F7S2,2003-03-06
508,5,0,0.0,B00006F7S2,2003-01-30
509,5,0,0.0,B00006F7S2,2002-11-07
510,5,0,0.0,B00006F7S2,2002-09-09
511,5,0,0.0,B00006F7S2,2002-08-15
512,5,1,0.0,B00006FI0N,2004-02-19
513,4,1,0.0,B00006FI0N,2003-06-29
514,2,0,0.0,B00006FI0N,2003-05-15
515,5,0,0.0,B00006FI0N,2003-02-16
516,4,0,0.0,B00006FI0N,2003-01-14
517,5,0,0.0,B00006FI0N,2002-12-27
518,1,0,0.0,B00006FI0Z,2003-07-18
519,4,0,0.0,B00006FI0Z,2003-06-27
520,1,0,0.0,B00006FI0Z,2003-05-20
521,2,0,0.0,B00006FI0Z,2003-02-02
522,3,0,0.0,B00006FI0Z,2002-10-06
523,3,0,0.0,B00006FI0Z,2002-09-22
524,5,0,0.0,B00006J3FM,2002-09-19
525,1,0,0.0,B00006J3FM,2003-05-24
526,4,0,0.0,B00006J3FM,2003-05-15
527,2,1,0.0,B00006J3FM,2002-11-10
528,4,0,0.0,B00006J3FM,2002-10-06
529,5,1,0.0,B00006OAQU,2015-05-11
530,4,0,0.0,B00006OAQU,2014-08-31
531,5,0,0.0,B00006OAQU,2012-06-04
532,3,0,0.0,B00006OAQU,2011-08-22
533,5,0,0.0,B00006OAQU,2011-06-25
534,4,0,0.0,B00006OAQU,2011-01-03
535,4,0,0.0,B00006OAQU,2009-12-13
536,5,0,0.0,B00006OAQU,2005-01-29
537,5,0,0.0,B00006OAQU,2004-04-02
538,4,0,0.0,B00006OAQU,2003-08-05
539,4,0,0.0,B00006OAQU,2003-05-16
540,4,0,0.0,B00006OAQU,2003-01-28
541,5,0,0.0,B00006OAQU,2002-12-24
542,5,0,0.0,B00006ULHT,2002-12-09
543,3,1,0.0,B00006ULHT,2002-12-01
544,1,0,0.0,B00006ULHT,2003-02-23
545,1,0,0.0,B00006ULHT,2003-02-06
546,1,0,0.0,B00006ULHT,2003-01-13
547,4,0,0.0,B0000AZJVC,2003-11-26
548,5,0,0.0,B0000AZJVC,2003-11-04
549,5,0,0.0,B0000AZJVC,2003-10-22
550,5,0,0.0,B0000AZJVC,2003-09-18
551,4,1,0.0,B0000AZJVC,2016-04-27
552,5,1,0.0,B0000AZJVC,2015-06-09
553,5,0,0.0,B0000AZJVC,2015-05-30
554,1,0,0.0,B0000AZJVC,2006-01-08
555,4,0,0.0,B0000AZJVC,2005-01-31
556,5,0,0.0,B0000AZJVC,2005-01-09
557,4,0,0.0,B0000AZJVC,2004-07-15
558,3,0,0.0,B0000BX73E,2003-11-04
559,5,0,0.0,B0000BX73E,2003-11-04
560,5,0,0.0,B0000BX73E,2003-10-22
561,5,0,0.0,B0000BX73E,2003-10-02
562,4,0,0.0,B0000BZ54V,2004-08-25
563,3,0,0.0,B0000BZ54V,2004-06-17
564,4,0,0.0,B0000BZ54V,2003-10-22
565,1,0,0.0,B0000C8XYO,2003-09-27
566,1,0,0.0,B0000C8XYO,2003-09-24
567,4,0,0.0,B0000C8XYI,2004-07-15
568,5,0,0.0,B0000C8XYI,2004-05-22
569,5,1,0.0,B0000C8XYI,2004-05-10
570,4,0,0.0,B0000C8XYO,2003-11-18
571,1,0,0.0,B0000C8XYO,2003-11-13
572,1,0,0.0,B0000C8XYO,2003-11-05
573,1,0,0.0,B0000C8XYO,2003-10-14
